prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,2,temporal_neural_stop_head,15,20.0,20.0,5.86,0.43,15,1.4
0.20,2,temporal_neural_stop_head,15,20.0,20.0,5.84,0.51,15,1.9
0.30,2,temporal_neural_stop_head,15,20.0,20.0,5.74,0.67,15,2.9
0.40,2,temporal_neural_stop_head,15,20.0,20.0,5.61,0.89,15,4.4
0.50,2,temporal_neural_stop_head,15,20.0,20.0,5.45,1.39,15,8.7
0.60,2,temporal_neural_stop_head,15,26.7,26.7,4.76,2.77,15,17.0
0.70,2,temporal_neural_stop_head,15,6.7,26.7,5.62,4.68,13,25.5
0.80,2,temporal_neural_stop_head,15,6.7,33.3,6.66,7.18,7,35.9
0.90,2,temporal_neural_stop_head,15,20.0,46.7,6.50,8.07,1,63.0
